book,author,rating_count,page_count,genre,is_volume,author_work_count,author_sex,author_avg_rating,author_rating_count,book_size
the mark on the door,franklin w. dixon,2415,192,mystery,yes,614,male,3.84,199433,average
the sinister sign post,franklin w. dixon,2456,175,mystery,yes,614,male,3.84,199433,average
the twisted claw,franklin w. dixon,2567,177,mystery,yes,614,male,3.84,199433,average
hunting for hidden gold,franklin w. dixon,5138,177,mystery,yes,614,male,3.84,199433,average
the missing chums,franklin w. dixon,5893,192,mystery,yes,614,male,3.84,199433,average
private killer,franklin w. dixon,107,160,mystery,yes,614,male,3.84,199433,average
the tower treasure,franklin w. dixon,14218,214,young adult,yes,614,male,3.84,199433,average
becoming,raine thomas,2467,295,young adult,yes,25,female,4.08,12015,average
defy,raine thomas,761,285,fantasy,yes,25,female,4.08,12015,average
charity moon,deanna kinney,1474,290,young adult,yes,28,female,3.91,3320,average
home town,tracy kidder,1434,464,nonfiction,no,17,male,4.14,99948,average
"mountains beyond mountains: the quest of dr. paul farmer, a man who would cure the world",tracy kidder,69106,333,nonfiction,no,17,male,4.14,99948,average
strength in what remains: a journey of remembrance and forgiveness,tracy kidder,15009,277,nonfiction,no,17,male,4.14,99948,average
moving can be murder,susan santangelo,775,247,mystery-cozy mystery,yes,11,female,3.86,4204,average
retirement can be murder,susan santangelo,898,231,mystery-cozy mystery,yes,11,female,3.86,4204,average
las orquã­deas rojas de shanghai,juliette morillot,271,413,drama,no,9,female,4.19,376,average
"the tiny book of tiny stories, vol. 1",joseph gordon-levitt,5106,87,short stories,yes,8,male,4.18,9808,light
hold the dream,barbara taylor bradford,5224,768,fiction,yes,105,female,3.91,108381,bulky
dangerous to know,barbara taylor bradford,1149,400,fiction,no,105,female,3.91,108381,average
to be the best,barbara taylor bradford,4965,454,fiction,yes,105,female,3.91,108381,average
a woman of substance,barbara taylor bradford,37085,928,fiction,yes,105,female,3.91,108381,bulky
beneath a southern sky,deborah raney,1372,320,christian fiction,yes,55,female,4.25,17736,average
over the waters,deborah raney,505,329,christian fiction,no,55,female,4.25,17736,average
kindred bond,deborah raney,470,281,romance,no,55,female,4.25,17736,average
quantum healing: exploring the frontiers of mind body medicine,deepak chopra,5625,272,health,no,440,male,4.01,159952,average
"ageless body, timeless mind: the quantum alternative to growing old",deepak chopra,9770,428,nonfiction,no,440,male,4.01,159952,average
perfect health: the complete mind/body guide,deepak chopra,3036,400,health,no,440,male,4.01,159952,average
the seven spiritual laws of success: a practical guide to the fulfillment of your dreams,deepak chopra,53500,115,spirituality,no,440,male,4.01,159952,light
samhane,d. i. russell,53,304,fiction,no,50,male,4.0,1459,average
outlaw,angus donald,3502,365,historical-historical fiction,yes,17,male,4.1,9799,average
clemencia,ignacio manuel altamirano,1176,221,romance,no,63,male,3.74,3442,average
how an economy grows and why it crashes,peter d. schiff,3568,233,economics,no,22,male,3.97,6985,average
counterpoint,rachel haimowitz,3349,414,fantasy,yes,43,female,3.86,25093,average
in a heartbeat,loretta ellsworth,3756,217,young adult,no,6,female,3.98,5792,average
the complete beatles recording sessions: the official story of the abbey road years 1962-1970,mark lewisohn,2433,204,music,no,26,male,4.53,6367,average
nurtureshock: new thinking about children,po bronson,23454,336,parenting,no,14,male,3.93,35217,average
danger!,laura buller,33,192,nonfiction,no,49,female,3.86,811,average
the life and campaigns of stonewall jackson,robert lewis dabney,175,622,history,no,73,male,4.2,577,bulky
"if it was easy, they'd call the whole damn thing a honeymoon: living with and loving the tv-addicted, sex-obsessed, not-so-handy man you married",jenna mccarthy,686,295,nonfiction,no,23,female,3.97,4047,average
the potter's freedom: a defense of the reformation and a rebuttal of norman geisler's chosen but free,james r. white,800,358,religion-theology,no,40,male,4.33,5177,average
the same sex controversy: defending and clarifying the bible's message about homosexuality,james r. white,107,254,religion-theology,no,40,male,4.33,5177,average
the forgotten trinity: recovering the heart of christian belief,james r. white,838,224,religion-theology,no,40,male,4.33,5177,average
the king james only controversy: can you trust the modern translations?,james r. white,681,304,religion-theology,no,40,male,4.33,5177,average
what every christian needs to know about the qur'an,james r. white,644,311,religion-islam,no,40,male,4.33,5177,average
"scripture alone: exploring the bible's accuracy, authority, and authenticity",james r. white,409,221,religion-theology,no,40,male,4.33,5177,average
the roman catholic controversy,james r. white,204,270,religion-theology,no,40,male,4.33,5177,average
the feud,kimberley chambers,2137,482,mystery-crime,yes,29,female,4.47,27042,average
the traitor,kimberley chambers,1732,498,mystery-crime,yes,29,female,4.47,27042,average
the victim,kimberley chambers,1775,432,mystery-crime,yes,29,female,4.47,27042,average
the betrayer,kimberley chambers,1942,452,mystery-crime,no,29,female,4.47,27042,average
der zeitkrieg,andreas brandhorst,58,590,science fiction,yes,376,male,4.03,14791,bulky
der metamorph,andreas brandhorst,62,606,science fiction,yes,376,male,4.03,14791,bulky
diamant,andreas brandhorst,99,589,science fiction,yes,376,male,4.03,14791,bulky
in darkness,nick lake,3864,337,young adult,no,15,male,3.75,14719,average
ring of ritornel,charles l. harness,67,192,science fiction,no,67,male,3.65,1437,average
two years before the mast: a sailor's life at sea,richard henry dana jr.,12222,458,history,no,84,male,3.99,12544,average
the bride stripped bare,nikki gemmell,5337,371,fiction,yes,27,female,3.27,9867,average
with my body,nikki gemmell,1524,480,fiction,yes,27,female,3.27,9867,average
the great match race: when north met south in america's first sports spectacle,john eisenberg,61,272,nonfiction,no,12,male,4.08,1608,average
diarios,alejandra pizarnik,507,512,nonfiction,no,69,female,4.24,7942,average
core of evil,nigel mccrery,742,389,mystery,yes,47,male,3.76,2686,average
a life worth living,lorrie kruse,117,392,romance-contemporary romance,no,1,female,3.92,117,average
aerie and reckoning,thomas e. sniegoski,8202,541,young adult,yes,90,male,4.03,101975,bulky
walking in the midst of fire,thomas e. sniegoski,489,352,fantasy-urban fantasy,yes,90,male,4.03,101975,average
the fallen and leviathan,thomas e. sniegoski,14897,517,paranormal-angels,yes,90,male,4.03,101975,average
barefoot contessa foolproof: recipes you can trust,ina garten,6699,272,food and drink-cookbooks,no,26,female,4.17,171468,average
the barefoot contessa cookbook,ina garten,29716,256,food and drink-cookbooks,no,26,female,4.17,171468,average
the complete book of drawing: essential skills for every artist,barrington barber,234,352,art,no,124,male,3.9,1173,average
the witch's daughter,paula brackston,29081,305,fantasy,yes,18,female,3.66,64290,average
the silver witch,paula brackston,5347,308,fantasy,yes,18,female,3.66,64290,average
the winter witch,paula brackston,11752,340,fantasy,yes,18,female,3.66,64290,average
bloodraven,p.l. nunn,3777,663,fantasy,yes,40,female,3.85,6501,bulky
dynasty of ghosts,p.l. nunn,1448,688,fantasy,no,40,female,3.85,6501,bulky
billy phelan's greatest game,william kennedy,1084,288,fiction,yes,26,male,3.85,21428,average
quinn's book,william kennedy,455,304,fiction,yes,26,male,3.85,21428,average
ironweed,william kennedy,15369,208,fiction,yes,26,male,3.85,21428,average
legs,william kennedy,1617,320,fiction,yes,26,male,3.85,21428,average
monster: the autobiography of an l.a. gang member,sanyika shakur,5106,400,nonfiction,no,4,male,3.96,5089,average
there is power in a union: the epic story of labor in america,philip dray,646,784,history,no,9,male,4.2,1866,bulky
get known before the book deal: use your personal strengths to grow an author platform,christina katz,262,263,language-writing,no,9,female,3.95,639,average
one day in my life,bobby sands,521,118,nonfiction,no,16,male,4.32,932,light
isle of destiny,kenneth c. flint,100,438,fantasy,no,24,male,3.66,13304,average
ø¯ù ùø±ù ø³ú©ùøª,abdolhosein zarrinkob,1572,372,history,no,50,male,3.87,4326,average
ø³ø± ùûø ø¯ø± ø¯ù ø¬ùø¯,abdolhosein zarrinkob,56,1158,literature,no,50,male,3.87,4326,bulky
"a world undone: the story of the great war, 1914 to 1918",g.j. meyer,5473,704,history,no,8,male,4.11,15476,bulky
the further adventures of sherlock holmes: after sir arthur conan doyle (classic crime),richard lancelyn green,41248,272,mystery,no,20,male,4.35,91670,average
the queen's man,sharon kay penman,5903,288,historical-historical fiction,yes,31,female,4.22,118726,average
the sunne in splendour,sharon kay penman,18976,936,historical-historical fiction,no,31,female,4.22,118726,bulky
here be dragons,sharon kay penman,20642,704,historical-historical fiction,yes,31,female,4.22,118726,bulky
when christ and his saints slept,sharon kay penman,13529,784,historical-historical fiction,yes,31,female,4.22,118726,bulky
falls the shadow,sharon kay penman,8903,580,historical-historical fiction,yes,31,female,4.22,118726,bulky
the reckoning,sharon kay penman,8209,592,historical-historical fiction,yes,31,female,4.22,118726,bulky
lionheart,sharon kay penman,5929,594,historical-historical fiction,yes,31,female,4.22,118726,bulky
devil's brood,sharon kay penman,6757,736,historical-historical fiction,yes,31,female,4.22,118726,bulky
time and chance,sharon kay penman,7703,544,historical-historical fiction,yes,31,female,4.22,118726,bulky
spectral,shannon duffy,672,242,fantasy-paranormal,no,8,female,3.81,863,average
a choir of ill children,tom piccirilli,1747,225,horror,no,174,male,3.79,16980,average
november mourns,tom piccirilli,233,281,horror,no,174,male,3.79,16980,average
queen of dreams,chitra banerjee divakaruni,2470,352,fiction,no,39,female,3.86,99859,average
oleander girl,chitra banerjee divakaruni,4595,289,fiction,no,39,female,3.86,99859,average
sister of my heart,chitra banerjee divakaruni,17900,347,fiction,yes,39,female,3.86,99859,average
the palace of illusions,chitra banerjee divakaruni,31005,360,fiction,no,39,female,3.86,99859,average
the mistress of spices,chitra banerjee divakaruni,12379,338,fiction,no,39,female,3.86,99859,average
sister of my heart,chitra banerjee divakaruni,17863,322,fiction,yes,39,female,3.86,99859,average
enrique's journey,sonia nazario,12094,294,nonfiction,no,2,female,3.86,11861,average
a perfect darkness,jaime rush,931,368,romance-paranormal romance,yes,27,female,4.01,13574,average
"gone, gone, gone",hannah moskowitz,2778,251,young adult,no,26,female,3.8,27260,average
invincible summer,hannah moskowitz,2197,269,young adult,no,26,female,3.8,27260,average
teeth,hannah moskowitz,3261,288,young adult,no,26,female,3.8,27260,average
nate the great,marjorie weinman sharmat,12949,80,mystery,yes,155,female,3.98,26003,light
mooch the messy,marjorie weinman sharmat,62,64,childrens,no,155,female,3.98,26003,light
the complete ivory,doris egan,268,896,fantasy,yes,7,female,3.92,1943,bulky
vincent,barbara stok,2835,141,sequential art-graphic novels,no,17,female,4.06,3089,light
hemlock,kathleen peacock,10085,404,young adult,yes,4,female,3.9,13437,average
a sword in her hand,jean-claude van rijckeghem,694,276,historical-historical fiction,no,16,male,3.7,1101,average
galgenmã¤dchen,jean-claude van rijckeghem,332,493,young adult,no,16,male,3.7,1101,average
thirst,claire farrell,5840,135,paranormal-vampires,yes,50,female,4.0,29996,light
verity,claire farrell,5532,224,fantasy-paranormal,yes,50,female,4.0,29996,average
unknown revolution,voline,78,716,history,no,6,male,4.07,87,bulky
flawless,lara chapman,2479,255,young adult,no,6,female,3.78,2612,average
war of the witches,maite carranza,2553,341,fantasy,yes,40,female,3.74,7056,average
"good morning, holy spirit",benny hinn,6560,204,christian,no,197,male,4.37,9659,average
voluntary,aaron b. powell,44,38,short stories,no,23,male,4.07,499,light
"scream, ""aye, sir!""",aaron b. powell,51,71,adult fiction-erotica,no,23,male,4.07,499,light
doomsday diaries,aaron b. powell,67,134,science fiction-apocalyptic,yes,23,male,4.07,499,light
doomsday diaries ii: new world order,aaron b. powell,19,130,adventure-survival,yes,23,male,4.07,499,light
sugar baby,aaron b. powell,61,178,adult fiction-erotica,no,23,male,4.07,499,average
benjamin,aaron b. powell,70,80,fiction,no,23,male,4.07,499,light
gun control,aaron b. powell,11,28,nonfiction,no,23,male,4.07,499,light
priority,aaron b. powell,31,144,philosophy,yes,23,male,4.07,499,light
envy,gregg olsen,2569,285,young adult,yes,96,male,3.96,160187,average
"if you tell: a true story of murder, family secrets, and the unbreakable bond of sisterhood",gregg olsen,52244,428,crime-true crime,no,96,male,3.96,160187,average
zanoni: a rosicrucian tale,edward bulwer-lytton,472,462,fiction,no,1128,male,3.78,9087,average
this time around,ellie grace,2612,197,new adult,no,3,female,3.89,5315,average
bitten,dan o'brien,199,243,horror,yes,53,male,4.16,1705,average
bitten,dan o'brien,199,243,horror,yes,44,male,3.63,479,average
invisible,marni bates,794,274,young adult,yes,9,female,3.8,9145,average
awkward,marni bates,4774,239,young adult,yes,9,female,3.8,9145,average
small is beautiful: economics as if people mattered,ernst f. schumacher,5020,352,economics,no,15,male,4.09,6150,average
love is mortal,caroline hanson,2290,200,paranormal-vampires,yes,21,female,3.77,20258,average
love is darkness,caroline hanson,6929,323,paranormal-vampires,yes,21,female,3.77,20258,average
love is fear,caroline hanson,3863,386,paranormal-vampires,yes,21,female,3.77,20258,average
orphan of destiny,michael p. spradlin,576,258,historical-historical fiction,yes,43,male,3.99,9967,average
keeper of the grail,michael p. spradlin,1268,256,historical-historical fiction,yes,43,male,3.99,9967,average
trail of fate,michael p. spradlin,676,230,young adult,yes,43,male,3.99,9967,average
wicked surrender,jade lee,340,336,romance-historical romance,yes,67,female,3.58,9120,average
white tigress,jade lee,505,354,romance,yes,67,female,3.58,9120,average
the princesses of iowa,m. molly backes,2191,464,young adult,no,1,female,3.67,2186,average
sort of forever,sally warner,466,136,realistic fiction,no,43,female,3.67,2940,light
must love dogs,claire cook,9286,292,romance,yes,27,female,3.46,35054,average
time management: how to maximize your 24-hour gift,jim randel,109,136,productivity,no,34,male,3.94,881,light
crazy little thing,tracy brogan,32288,341,romance,yes,15,female,3.94,74703,average
true devotion to mary,louis de montfort,3489,215,christianity-catholic,no,34,male,4.49,6305,average
the facts and fictions of minna pratt,patricia maclachlan,483,136,fiction,no,84,female,3.84,112693,light
white fur flying,patricia maclachlan,1646,116,realistic fiction,no,84,female,3.84,112693,light
waiting for the magic,patricia maclachlan,3069,143,fantasy,no,84,female,3.84,112693,light
edward's eyes,patricia maclachlan,1609,116,realistic fiction,no,84,female,3.84,112693,light
all the places to love,patricia maclachlan,2066,32,childrens-picture books,no,84,female,3.84,112693,light
skylark,patricia maclachlan,5616,98,historical-historical fiction,yes,84,female,3.84,112693,light
"sarah, plain and tall",patricia maclachlan,72644,64,historical-historical fiction,yes,84,female,3.84,112693,light
hydraulic level five,sarah latchaw,947,225,romance,yes,3,female,4.01,1307,average
dirty sexy politics,meghan mccain,2894,208,nonfiction,no,3,female,3.37,3982,average
just what kind of mother are you?,paula daly,10092,320,mystery,no,12,female,3.81,24433,average
keep your friends close,paula daly,4144,335,fiction,no,12,female,3.81,24433,average
such a perfect sister,donna hay,135,320,womens fiction-chick lit,no,62,female,4.09,4397,average
obsesi,lexie xu,2431,240,thriller,yes,23,female,4.29,16579,average
pengurus mos harus mati,lexie xu,1768,301,thriller,yes,23,female,4.29,16579,average
permainan maut,lexie xu,1499,288,thriller,yes,23,female,4.29,16579,average
teror,lexie xu,1430,272,thriller,yes,23,female,4.29,16579,average
lye street,alan campbell,266,136,fantasy,yes,33,male,3.67,8339,light
iron angel,alan campbell,1846,400,fantasy,yes,33,male,3.67,8339,average
scar night,alan campbell,3831,421,fantasy,yes,33,male,3.67,8339,average
i surrender,monica james,1371,492,new adult,yes,28,female,4.13,12770,average
pearl,mary gordon,552,368,fiction,no,79,female,3.68,28807,average
secondhand memories,takatsu,97,558,sequential art-manga,no,9,male,4.28,192,bulky
"the art of computer programming, volume 1: fundamental algorithms",donald ervin knuth,1708,672,computer science-programming,yes,72,male,4.33,6836,bulky
where i end and you begin,andra brynn,823,336,new adult,no,5,female,3.75,953,average
no easy way out,dayna lorentz,2211,480,young adult,yes,9,female,3.67,10616,average
no safety in numbers,dayna lorentz,6051,263,young adult,yes,9,female,3.67,10616,average
indigo blue,ebine yamaji,142,198,sequential art-manga,no,10,female,3.66,494,average
the scribblings of a madcap shambleton,noel fielding,650,300,art,no,5,male,4.24,2603,average
the mighty book of boosh,noel fielding,1595,304,nonfiction,no,5,male,4.24,2603,average
"and afterward, the dark: seven tales",basil copper,43,222,horror,no,144,male,4.24,28745,average
from evil's pillow,basil copper,32,177,horror,no,144,male,4.24,28745,average
shades of life,glinda izabel,203,164,fantasy,no,1,female,3.7,203,average
slave girl,sarah forsyth,2372,270,nonfiction,no,4,female,3.9,2479,average
the wicker man,robin hardy,588,304,horror,no,36,female,4.22,1691,average
the wicker man,robin hardy,588,304,horror,no,23,male,3.77,754,average
the chataine's guardian,robin hardy,334,224,christian,yes,36,female,4.22,1691,average
the chataine's guardian,robin hardy,334,224,christian,yes,23,male,3.77,754,average
"kiss me, chloe",linda george,218,191,romance,yes,64,female,3.56,598,average
a note in the margin,isabelle rowan,2468,276,romance-m m romance,yes,17,female,3.85,4165,average
the summer of dead toys: a thriller,antonio hill,2030,369,mystery,yes,13,male,3.65,2598,average
howling for my baby,beverly rae,772,173,romance-paranormal romance,yes,52,female,3.43,1896,average
dance of the red death,bethany griffin,3557,327,young adult,yes,8,female,3.66,20975,average
masque of the red death,bethany griffin,13828,319,young adult,yes,8,female,3.66,20975,average
a texas-made match,noelle marchand,145,288,category romance-love inspired,yes,21,female,4.05,1272,average
withnail and i: the screenplay,bruce robinson,469,144,fiction,no,16,male,3.93,2881,light
the peculiar memories of thomas penman,bruce robinson,1287,288,fiction,no,16,male,3.93,2881,average
my old true love,sheila kay adams,1014,288,historical-historical fiction,no,3,female,4.04,1055,average
the shadow of tiamat,sean t. poindexter,86,342,fantasy-paranormal,yes,7,male,4.31,220,average
world war ii chronicle,gerhard l. weinberg,12,512,reference,no,31,male,4.06,2158,average
a world at arms: a global history of world war ii,gerhard l. weinberg,1208,1208,history,no,31,male,4.06,2158,bulky
the no. 1 ladies' detective agency collection,alexander mccall smith,630,960,fiction,yes,328,male,3.87,874017,bulky
the 2 1/2 pillars of wisdom,alexander mccall smith,1035,394,fiction,yes,328,male,3.87,874017,average
emma,alexander mccall smith,10508,368,fiction,yes,328,male,3.87,874017,average
morality for beautiful girls,alexander mccall smith,37523,227,mystery,yes,328,male,3.87,874017,average
the full cupboard of life,alexander mccall smith,28809,198,mystery,yes,328,male,3.87,874017,average
blue shoes and happiness,alexander mccall smith,25043,227,mystery,yes,328,male,3.87,874017,average
in the company of cheerful ladies,alexander mccall smith,25640,233,mystery,yes,328,male,3.87,874017,average
the sunday philosophy club,alexander mccall smith,19740,272,mystery,yes,328,male,3.87,874017,average
the no. 1 ladies' detective agency,alexander mccall smith,226685,235,mystery,yes,328,male,3.87,874017,average
a beautiful place to die,malla nunn,2770,399,mystery,yes,9,female,3.91,5637,average
liar & spy,rebecca stead,24535,180,childrens-middle grade,no,10,female,4.01,137653,average
goodbye stranger,rebecca stead,12170,289,childrens-middle grade,no,10,female,4.01,137653,average
when you reach me,rebecca stead,84623,199,young adult,no,10,female,4.01,137653,average
lord of midnight,jo beverley,612,379,romance-historical romance,yes,98,female,3.76,64440,average
mireasa fara voie,jo beverley,3121,400,romance-historical romance,yes,98,female,3.76,64440,average
the shattered rose,jo beverley,659,415,romance-historical romance,yes,98,female,3.76,64440,average
dark champion,jo beverley,896,376,romance-historical romance,yes,98,female,3.76,64440,average
my lady notorious,jo beverley,2735,371,romance-historical romance,yes,98,female,3.76,64440,average
tempting fortune,jo beverley,1561,444,romance-historical romance,yes,98,female,3.76,64440,average
undeclared,jen frederick,11156,341,new adult,yes,40,female,3.99,176072,average
the octopus: a story of california,frank norris,1596,688,fiction,yes,150,male,3.71,8514,bulky
cracks,sheila kohler,795,176,fiction,no,30,female,3.44,7454,average
preston's mill,jacqueline rhoades,104,364,romance,yes,21,female,4.0,8858,average
the alpha's choice,jacqueline rhoades,1258,361,fantasy-paranormal,yes,21,female,4.0,8858,average
a story like the wind,laurens van der post,1330,384,fiction,no,48,male,4.18,5022,average
the fortune quilt,lani diane rich,1595,272,womens fiction-chick lit,no,15,female,3.66,12998,average
the dark elf of syron,laura lond,37,204,fantasy,yes,29,female,3.78,1416,average
my sparkling misfortune,laura lond,409,127,fantasy,yes,29,female,3.78,1416,light
the world turned upside down: radical ideas during the english revolution,christopher hill,1044,432,history,no,77,male,4.0,2145,average
liberty against the law: some seventeenth-century controversies,christopher hill,52,368,history,no,77,male,4.0,2145,average
rain,shaun harbinger,988,228,horror-zombies,yes,7,male,3.95,1847,average
the serpent and the rainbow,wade davis,3859,304,nonfiction,no,52,male,4.16,13736,average
basil of baker street,eve titus,1670,112,mystery,yes,28,female,4.05,6490,light
shoes to die for,laura levine,1951,288,mystery,yes,39,female,3.85,47638,average
"chicken soup for the nurse's soul: 101 stories to celebrate, honor, and inspire the nursing profession (chicken soup for the soul)",mark victor hansen,625,384,nonfiction,no,531,male,4.03,149227,average
the one minute millionaire: the enlightened way to wealth,mark victor hansen,9439,388,business,no,531,male,4.03,149227,average
breeze of life,kirsty dallas,591,199,new adult,no,24,female,4.05,10315,average
the mourning after,adriane leigh,2179,304,romance,yes,39,female,3.84,21748,average
say you're sorry,michael robotham,9373,435,mystery,yes,27,male,4.04,113130,average
bleed for me,michael robotham,6762,418,mystery,yes,27,male,4.04,113130,average
freak show,patti larsen,86,194,mystery,yes,160,female,4.24,18735,average
dark enchantment,anya bast,1241,305,romance-paranormal romance,yes,56,female,3.82,44363,average
witch fire,anya bast,4739,278,romance-paranormal romance,yes,56,female,3.82,44363,average
pragmatism: a reader,louis menand,236,560,philosophy,no,27,male,4.0,7336,bulky
the medium,c.j. archer,4621,260,fantasy-paranormal,yes,67,female,3.98,89522,average
the paranormal 13,c.j. archer,3219,3500,fantasy-paranormal,no,67,female,3.98,89522,bulky
how does aspirin find a headache? : an imponderables' book,david feldman,247,288,nonfiction,no,62,male,3.62,4010,average
one pink line,dina silver,6177,261,womens fiction-chick lit,no,7,female,3.82,14702,average
knights templar knights of christ: fakta rahasia yang tak terungkap the da vinci code,rizki ridyasmara,167,440,nonfiction,no,9,male,3.93,2089,average
the dirty dozen,e.m. nathanson,941,541,fiction,yes,6,male,3.98,987,bulky
el sã³tano,david zurdo saiz,151,280,thriller,no,26,male,3.27,743,average
616. todo es infierno,david zurdo saiz,255,424,fiction,no,26,male,3.27,743,average
s is for silence,sue grafton,23954,352,mystery,yes,98,female,3.93,938241,average
w is for wasted,sue grafton,28014,486,mystery,yes,98,female,3.93,938241,average
c is for corpse,sue grafton,41547,305,mystery,yes,98,female,3.93,938241,average
a is for alibi,sue grafton,157359,308,mystery,yes,98,female,3.93,938241,average
the how of happiness: a scientific approach to getting the life you want,sonja lyubomirsky,6916,384,psychology,no,10,female,3.91,8375,average
twist and shout,gabriel (ao3),1663,196,fan fiction,no,1,male,4.68,1649,average
l'ultimo orco,silvana de mari,679,717,fantasy,yes,38,female,3.99,6032,bulky
the last dragon,silvana de mari,3983,368,fantasy,yes,38,female,3.99,6032,average
the parrot's theorem,denis guedj,2694,344,fiction,no,18,male,3.64,3216,average
el pianista sin rostro,christian grenier,307,144,romance,no,96,male,3.7,1913,light
2586 krokã³w,andrzej pilipiuk,1405,528,fantasy,yes,69,male,3.69,32394,average
dziedziczki,andrzej pilipiuk,955,304,fantasy,yes,69,male,3.69,32394,average
ksiäå¼niczka,andrzej pilipiuk,1068,296,fantasy,yes,69,male,3.69,32394,average
kuzynki,andrzej pilipiuk,1513,296,fantasy,yes,69,male,3.69,32394,average
skin deep,dez burke,1322,146,romance,no,30,female,3.89,11778,light
pulsaciones,javier ruescas,7531,200,romance,yes,29,male,3.81,32522,average
ù¾ø¯ø±ø ùø§ø¯ø±ø ùø§ ùøªùùûù,ali shariati,2087,140,religion,no,294,male,3.75,30100,light
ø§ùø­ø¬: ø§ùùø±ùø¶ø© ø§ùø®ø§ùø³ø©,ali shariati,1101,335,religion,no,294,male,3.75,30100,average
ø§ùùø¨ø§ùø© ùø§ùø§ø³øªø­ùø§ø± (ø§ùø¢ø«ø§ø± ø§ùùø§ùùø©ø #13(,ali shariati,5382,152,philosophy,no,294,male,3.75,30100,light
deadly is the kiss,rhyannon byrd,787,384,romance-paranormal romance,yes,68,female,3.97,30790,average
waiting for it,rhyannon byrd,408,215,adult fiction-erotica,no,68,female,3.97,30790,average
edge of hunger,rhyannon byrd,2400,352,romance-paranormal romance,yes,68,female,3.97,30790,average
touch of seduction,rhyannon byrd,1514,368,romance-paranormal romance,yes,68,female,3.97,30790,average
over and over,charlotte zolotow,127,32,childrens-picture books,no,83,female,3.92,7390,light
hunter brown and the secret of the shadow,christopher miller,409,366,fantasy,yes,65,male,4.14,994,average
through the darkness,harry turtledove,846,684,fantasy,yes,339,male,3.78,146121,bulky
l'era dei disordini vol. 2: le mille cittã  / la cittã  assediata,harry turtledove,52,827,fantasy,yes,339,male,3.78,146121,bulky
la legione perduta,harry turtledove,1651,374,fantasy,yes,339,male,3.78,146121,average
albert angelo,b.s. johnson,475,180,fiction,no,32,male,3.94,3487,average
christie malry's own double-entry,b.s. johnson,1320,187,fiction,no,32,male,3.94,3487,average
the best christmas pageant ever,barbara robinson,44412,128,holiday-christmas,yes,33,female,4.16,49503,light
die abrechnung des kinderfã¤ngers,simon wood,3134,390,mystery,yes,71,male,3.81,32722,average
the unsuspecting mage,brian s. pratt,3293,338,fantasy,yes,25,male,4.04,11302,average
exit kingdom,alden bell,652,306,horror-zombies,yes,6,male,3.83,13358,average
the reapers are the angels,alden bell,10964,225,horror-zombies,yes,6,male,3.83,13358,average
à´à´°àµ à´¤àµà´°àµà´µà´¿à´¨àµà´±àµ à´à´¥ | oru theruvinte kadha,s.k. pottekkatt,1271,290,fiction,no,38,male,3.98,6363,average
a home for hannah,patricia davids,302,288,amish,yes,111,female,4.24,10083,average
a hope springs christmas,patricia davids,407,224,amish,yes,111,female,4.24,10083,average
amish christmas joy,patricia davids,244,224,amish,yes,111,female,4.24,10083,average
the amish nanny,patricia davids,310,224,amish,yes,111,female,4.24,10083,average
gut gegen nordwind / alle sieben wellen,daniel glattauer,496,443,romance,yes,26,male,3.78,35814,average
theo: antworten aus dem kinderzimmer,daniel glattauer,181,277,european literature-german literature,no,26,male,3.78,35814,average
der weihnachtshund,daniel glattauer,892,364,humor,no,26,male,3.78,35814,average
gut gegen nordwind,daniel glattauer,19477,223,romance,yes,26,male,3.78,35814,average
alle sieben wellen,daniel glattauer,11107,222,romance,yes,26,male,3.78,35814,average
"overwhelmed: work, love, and play when no one has the time",brigid schulte,6478,353,nonfiction,no,3,female,3.86,6428,average
white horse,alex adams,3149,400,science fiction-dystopia,yes,15,female,3.48,3198,average
donde habitan los ã¡ngeles,claudia celis,2384,126,european literature-spanish literature,no,6,female,4.21,3279,light
robbins & cotran pathologic basis of disease,vinay kumar,1369,1552,health-medicine,no,20,male,4.25,2155,bulky
alle toten fliegen hoch: amerika,joachim meyerhoff,1842,319,european literature-german literature,yes,5,male,4.06,5388,average
"bom dia, camaradas",ondjaki,484,136,central africa-angola,no,45,male,3.91,3709,light
zes maanden zonder,charlotte de monchy,539,320,womens fiction-chick lit,no,6,female,3.85,1554,average
blood and honor,jayna vixen,325,234,romance,yes,6,female,3.83,6256,average
leather and sand,jayna vixen,1710,212,romance,yes,6,female,3.83,6256,average
satin and steel,jayna vixen,2465,174,romance,yes,6,female,3.83,6256,average
earning the cut,jayna vixen,1584,92,romance,yes,6,female,3.83,6256,light
little dove,jaden wilkes,451,401,dark,yes,24,female,3.79,9729,average
la estrella de sevilla,lope de vega,71,167,plays-theatre,no,487,male,3.58,11469,average
the bed i made,lucie whitehouse,1808,320,fiction,no,11,female,3.43,18744,average
the haunted looking glass,edward gorey,1095,254,horror,no,288,male,4.12,201612,average
amphigorey also,edward gorey,4566,256,art,yes,288,male,4.12,201612,average
amphigorey,edward gorey,42483,220,art,yes,288,male,4.12,201612,average
the unstrung harp,edward gorey,1476,64,fiction,no,288,male,4.12,201612,light
amphigorey too,edward gorey,4645,256,art,yes,288,male,4.12,201612,average
amphigorey again,edward gorey,1458,260,art,yes,288,male,4.12,201612,average
invaded,melissa landers,6879,356,young adult,yes,9,female,3.89,48811,average
starflight,melissa landers,11395,362,science fiction,yes,9,female,3.89,48811,average
