,book,author,rating_count,page_count,genre,is_volume,author_work_count,author_sex,author_avg_rating,author_rating_count
32970,undetected,anna hackett,557,222,romance,yes,102,female,4.27,63108
32971,madeline's rescue,ludwig bemelmans,27510,56,childrens-picture books,yes,88,male,4.23,254636
32972,madeline,ludwig bemelmans,189643,44,childrens-picture books,yes,88,male,4.23,254636
32973,les pieds sur terre,india desjardins,833,503,cultural-france,yes,30,female,4.03,11671
32974,ãa dã©mã©nage !,india desjardins,969,336,young adult,yes,30,female,4.03,11671
32975,plein de secrets,india desjardins,869,416,cultural-france,yes,30,female,4.03,11671
32976,championne,india desjardins,983,296,cultural-france,yes,30,female,4.03,11671
32977,un ã©tã© chez ma grand-mã¨re,india desjardins,1112,304,cultural-france,yes,30,female,4.03,11671
32978,sur le point de craquer !,india desjardins,1215,249,cultural-france,yes,30,female,4.03,11671
32979,extraterrestre... ou presque!,india desjardins,1655,247,cultural-france,yes,30,female,4.03,11671
32980,lost in temptation,lauren royal,4550,384,romance,yes,53,female,3.98,23986
32981,the absent one,jussi adler-olsen,29446,406,mystery,yes,30,male,3.93,181304
32982,the marco effect,jussi adler-olsen,13966,496,mystery,yes,30,male,3.93,181304
32983,the keeper of lost causes,jussi adler-olsen,60947,400,mystery,yes,30,male,3.93,181304
32984,flaskepost fra p,jussi adler-olsen,28164,494,mystery,yes,30,male,3.93,181304
32985,above world,jenn reese,1811,356,fantasy,yes,27,female,4.0,5442
32986,mirage,jenn reese,602,368,fantasy,yes,27,female,4.0,5442
32987,horizon,jenn reese,408,400,fantasy,yes,27,female,4.0,5442
32988,autoportret ã®ntr-o oglindä spartä,octavian paler,482,304,european literature-romanian literature,no,23,male,4.16,6843
32989,leaves of fortune,linda barlow,95,525,fiction,no,37,female,3.81,7023
32990,the wheel on the school,meindert dejong,11718,298,fiction,yes,23,male,3.93,17780
32991,a summons to memphis,peter taylor,5741,209,fiction,no,17,male,3.4,1351
32992,a summons to memphis,peter taylor,5741,209,fiction,no,149,male,3.74,7732
32994,kage unmasked,maris black,3194,230,romance-m m romance,yes,15,female,4.06,19654
32995,kage unleashed,maris black,3626,274,romance-m m romance,yes,15,female,4.06,19654
32996,kage,maris black,4598,304,romance-m m romance,yes,15,female,4.06,19654
32997,neil armstrong: a life of flight,jay barbree,936,384,biography,no,9,male,4.1,3814
32998,"irresistible: why we canât stop checking, scrolling, clicking and watching",adam alter,6409,368,nonfiction,no,6,male,3.74,9188
32999,hero at the fall,alwyn hamilton,11660,463,fantasy,yes,9,female,4.12,73162
33000,rebel of the sands,alwyn hamilton,45346,314,fantasy,yes,9,female,4.12,73162
33001,traitor to the throne,alwyn hamilton,17834,518,fantasy,yes,9,female,4.12,73162
33002,"for all the tea in china: espionage, empire and the secret formula for the world's favourite drink",sarah rose,2939,288,history,no,24,female,3.75,5118
33003,the emperor wears no clothes: the authoritative historical record of cannabis and the conspiracy against marijuana,jack herer,715,291,history,no,7,male,4.46,762
33004,semiprecious,d. anne love,312,285,young adult,no,12,female,3.82,1440
33005,prisoners of the japanese,gavan daws,185,462,history,no,17,male,3.89,1017
33006,too many magicians,randall garrett,941,342,fantasy,yes,283,male,3.85,11893
33007,driving with dead people,monica holloway,5244,327,autobiography-memoir,no,5,female,3.89,5988
33008,cowboy & wills,monica holloway,650,288,nonfiction,no,5,female,3.89,5988
33009,jack the ripper: the casebook,richard jones,517,64,crime-true crime,no,3,male,3.92,13
33010,jack the ripper: the casebook,richard jones,517,64,crime-true crime,no,408,male,3.92,7079
33011,heart of change,roxy harte,88,224,glbt-lesbian,no,37,female,3.8,2195
33012,dampfnudelblues,rita falk,1400,256,mystery-crime,yes,31,female,3.89,9708
33013,the case of the glamorous ghost,erle stanley gardner,738,232,mystery,yes,395,male,3.84,61017
33014,the case of the careless cupid,erle stanley gardner,425,181,mystery,yes,395,male,3.84,61017
33015,the case of the spurious spinster,erle stanley gardner,643,167,mystery,yes,395,male,3.84,61017
33016,the case of the sun bather's diary,erle stanley gardner,694,244,mystery,yes,395,male,3.84,61017
33017,catherine the great,henri troyat,2456,400,history,no,190,male,3.96,8728
33018,penguin revolution: volume 1,sakura tsukuba,1529,191,sequential art-manga,yes,32,female,4.03,9335
33019,tolstoy and the purple chair: my year of magical reading,nina sankovitch,5058,241,nonfiction,no,4,female,3.55,5366
33020,after obsession,carrie jones,4822,305,young adult,no,18,female,3.88,157819
33021,need,carrie jones,59408,306,young adult,yes,18,female,3.88,157819
33022,captivate,carrie jones,39056,273,young adult,yes,18,female,3.88,157819
33023,entice,carrie jones,31144,266,young adult,yes,18,female,3.88,157819
33024,endure,carrie jones,18170,272,young adult,yes,18,female,3.88,157819
33025,nightkeepers,jessica andersen,2589,464,fantasy-paranormal,yes,66,female,3.96,17512
33026,summer of sloane,erin l. schneider,1585,304,young adult,no,1,female,3.88,1550
33027,rising moon,lori handeland,1181,352,romance-paranormal romance,yes,88,female,3.91,72660
33028,the museum called canada: 25 rooms of wonder,charlotte gray,53,736,history,no,38,female,3.84,3638
33029,pray for silence,linda castillo,17515,304,mystery,yes,70,female,4.07,154503
33030,sworn to silence,linda castillo,29864,321,mystery,yes,70,female,4.07,154503
33031,wednesdays in the tower,jessica day george,6577,240,fantasy,yes,22,female,4.07,180367
33032,dragon slippers,jessica day george,25773,324,fantasy,yes,22,female,4.07,180367
33033,princess of the midnight ball,jessica day george,31573,280,fantasy,yes,22,female,4.07,180367
33034,dragon flight,jessica day george,18448,262,fantasy,yes,22,female,4.07,180367
33035,princess of glass,jessica day george,20452,266,fantasy,yes,22,female,4.07,180367
33036,princess of the silver woods,jessica day george,11654,326,fantasy,yes,22,female,4.07,180367
33037,dragon spear,jessica day george,13975,248,fantasy,yes,22,female,4.07,180367
33038,"sun and moon, ice and snow",jessica day george,20706,336,fantasy,no,22,female,4.07,180367
33039,tuesdays at the castle,jessica day george,17091,225,fantasy,yes,22,female,4.07,180367
33040,tashi,anna fienberg,666,64,fantasy,yes,89,female,3.89,5261
33041,divided soul: the life of marvin gaye,david ritz,1115,416,music,no,75,male,3.88,20274
33042,kã¡zã¡nã­ ohnä,francesca haig,6404,384,fantasy,yes,6,female,3.66,8675
33043,three more words,ashley rhodes-courter,848,320,nonfiction,no,2,female,4.19,12051
33044,three little words,ashley rhodes-courter,11394,320,autobiography-memoir,no,2,female,4.19,12051
33045,sarah moon 12345.,sarah moon,11,449,art,no,18,female,3.97,3500
33046,three trials,kristy cunning,11682,210,polyamorous-reverse harem,yes,12,female,4.4,79884
33047,four psychos,kristy cunning,14511,210,polyamorous-reverse harem,yes,12,female,4.4,79884
33048,"trial by fire: the hundred years war, volume 2",jonathan sumption,203,655,history,yes,10,male,4.32,1161
33049,"trial by battle: the hundred years war, volume 1",jonathan sumption,355,672,history,yes,10,male,4.32,1161
33050,map to the stars,jen malone,1331,241,young adult,no,13,female,3.91,8884
33051,wanderlost,jen malone,5708,321,contemporary,no,13,female,3.91,8884
33052,the someday birds,sally j. pla,1887,336,childrens-middle grade,no,3,female,4.27,2250
33053,kim var ä°miå biz burada yoä ä°ken,cemal kafadar,237,200,history,no,11,male,4.26,538
33054,harvest home,thomas tryon,6791,401,horror,no,17,male,3.94,28257
33055,the other,thomas tryon,19591,281,horror,no,17,male,3.94,28257
33056,"the birth of the republic, 1763-89",edmund s. morgan,572,224,history,yes,30,male,3.91,7126
33057,a venetian affair: a true tale of forbidden love in the 18th century,andrea di robilant,1190,291,nonfiction,no,7,male,3.6,2092
33058,"thinking strategically: the competitive edge in business, politics, and everyday life",avinash k. dixit,2675,416,business,no,14,male,3.92,5344
33059,the making of economic policy,avinash k. dixit,14,212,academic,no,14,male,3.92,5344
33060,games of strategy,avinash k. dixit,255,665,economics,no,14,male,3.92,5344
33061,three lords for lady anne,charlotte louise dolan,343,222,historical-regency,no,12,female,3.72,2035
33062,louisa may alcott: the woman behind little women,harriet reisen,1509,444,biography,no,1,female,3.92,1488
33063,mothering your nursing toddler,norma jane bumgarner,631,208,parenting,no,4,female,4.08,633
33064,lady in gil,rebecca bradley,312,277,fantasy,yes,23,female,3.67,1095
33065,lady in gil,rebecca bradley,312,277,fantasy,yes,10,female,4.13,3478
33066,nightshade,shea godfrey,883,264,fantasy,yes,4,female,4.03,1288
33067,crash into me,albert borris,5424,257,young adult,no,1,male,3.78,5420
33068,"crazy for god: how i grew up as one of the elect, helped found the religious right, and lived to take all (or almost all) of it back",frank schaeffer,1986,448,religion,no,30,male,3.67,5752
33069,kris jenner . . . and all things kardashian,kris jenner,3836,320,biography,no,2,female,3.52,3877
33070,the garner files: a memoir,james garner,2314,273,biography,no,10,male,3.82,2349
33071,what to expect when you're expected: a fetus's guide to the first three trimesters,david javerbaum,266,197,humor,no,11,male,3.98,151519
33072,the fire,katherine neville,6672,451,fiction,yes,22,female,3.74,49688
33073,the eight,katherine neville,33845,598,fiction,yes,22,female,3.74,49688
33074,emily brontã«,stevie davies,14,144,biography,yes,37,female,4.23,12080
33075,the lottery,beth goobie,655,264,young adult,no,28,female,3.73,4143
33076,î¤î¿ îµïî³î¿ïïî¬ïî¹î¿ ïïî½ î¼î¿î»ïî²î¹ïî½,soti triantafillou,707,419,fiction,no,36,female,3.61,3927
33077,ø§ø³ùùø¯ø±ùøªù,edwar al-kharrat,12,226,fiction,no,36,male,3.3,667
33078,the bells,richard harvell,3253,374,historical-historical fiction,no,1,male,4.02,3239
33079,"in search of the indo-europeans: language, archaeology and myth",j.p. mallory,665,288,history,no,16,male,4.07,1049
33080,le meraviglie del possibile: antologia della fantascienza,carlo fruttero,258,560,science fiction,no,116,male,3.93,7018
33081,the duck commander devotional,al robertson,588,400,christian,no,6,male,3.81,824
33082,the duck commander devotional,al robertson,588,400,christian,no,9,male,4.45,681
33083,the tiger: a true story of vengeance and survival,john vaillant,10175,352,nonfiction,no,13,male,4.02,18454
33084,"the golden spruce: a true story of myth, madness, and greed",john vaillant,6895,288,nonfiction,no,13,male,4.02,18454
33085,making movies,sidney lumet,5134,240,culture-film,no,3,male,4.23,4976
33086,level 7,mordecai roshwald,1643,200,science fiction,no,10,male,3.92,1642
33087,acht mã¼nzen und eine magische werkstatt,lissa evans,3153,297,fantasy,yes,10,female,3.87,14444
33088,second chance,katie kacvinsky,1450,238,new adult,yes,8,female,3.94,28302
33089,first comes love,katie kacvinsky,4785,198,romance,yes,8,female,3.94,28302
33090,"finally, forever",katie kacvinsky,861,234,new adult,yes,8,female,3.94,28302
33091,awaken,katie kacvinsky,14435,309,young adult,yes,8,female,3.94,28302
33092,krylov's fables (classics of russian literature),ivan krylov,1036,271,cultural-russia,no,33,male,4.09,1175
33093,the apostle: a life of paul,john charles pollock,1355,311,biography,no,43,male,4.16,2176
33094,"histã³ria da vida privada, vol. 2: da europa feudal ã  renascenã§a",georges duby,492,675,history,yes,125,male,3.97,4850
33095,the last echo,kimberly derting,13229,358,young adult,yes,23,female,3.93,147837
33096,the body finder,kimberly derting,48390,327,young adult,yes,23,female,3.93,147837
33097,desires of the dead,kimberly derting,22721,355,mystery,yes,23,female,3.93,147837
33098,the pledge,kimberly derting,28400,323,young adult,yes,23,female,3.93,147837
33099,scrappy little nobody,anna kendrick,73100,275,nonfiction,no,5,female,3.89,71101
33100,rumpelstiltskin,paul o. zelinsky,16257,40,childrens-picture books,no,48,male,3.98,91970
33101,rapunzel,paul o. zelinsky,15900,36,childrens-picture books,no,48,male,3.98,91970
33102,raising stony mayhall,daryl gregory,3469,403,horror-zombies,no,118,male,3.82,36217
33103,nad niemnem,eliza orzeszkowa,1793,396,european literature-polish literature,no,71,female,2.89,3736
33104,the last one,alexandra oliva,12573,304,fiction,no,6,female,3.62,12376
33105,little america,rob swigart,55,212,fiction,no,25,male,3.73,2157
33106,one bite with a stranger,christine warren,7711,332,romance-paranormal romance,yes,38,female,3.95,79137
33107,one bite with a stranger,christine warren,7711,332,romance-paranormal romance,yes,2,female,4.13,47
33108,top secret,john reynolds gardiner,422,128,science fiction,no,9,male,4.04,14977
33109,stone fox,john reynolds gardiner,13936,96,fiction,no,9,male,4.04,14977
33110,1421: the year china discovered america,gavin menzies,13042,650,history,no,5,male,3.58,15163
33112,the complete history of jack the ripper,philip sugden,2669,532,nonfiction,no,3,male,4.09,2675
33113,the hidden reality: parallel universes and the deep laws of the cosmos,brian greene,16499,384,science,no,17,male,4.08,135382
33114,"the elegant universe: superstrings, hidden dimensions, and the quest for the ultimate theory",brian greene,84622,425,science,no,17,male,4.08,135382
33115,"the fabric of the cosmos: space, time, and the texture of reality",brian greene,32973,569,science,no,17,male,4.08,135382
33116,miss lonelyhearts,nathanael west,3927,162,fiction,no,18,male,3.78,35846
33117,a cool million,nathanael west,629,142,fiction,no,18,male,3.78,35846
33118,miss lonelyhearts / the day of the locust,nathanael west,9220,185,fiction,no,18,male,3.78,35846
33119,the day of the locust,nathanael west,19416,208,fiction,no,18,male,3.78,35846
33120,crossfire of love,ella jade,283,123,romance-contemporary romance,no,51,female,3.85,7801
33121,î¤î¿ î±î¼î¬ïïî·î¼î± ïî·ï î¼î·ïïïï î¼î¿ï,georgios vizyinos,1113,70,classics,no,24,male,4.24,2340
33122,my shadow warrior,jen holling,350,384,romance-historical romance,yes,11,female,3.93,2515
33123,little bear,else holmelund minarik,53773,64,childrens,yes,72,female,4.26,95127
33124,the evil that men do,hugh pentecost,30,160,mystery,yes,130,male,3.85,1021
33125,magic bleeds - awake,gordon andrews,11665,21,fantasy-urban fantasy,yes,13,male,4.25,53865
33126,curran,gordon andrews,17436,28,fantasy-urban fantasy,yes,13,male,4.25,53865
33127,letters from skye,jessica brockmole,13461,290,historical-historical fiction,no,7,female,3.88,16092
33128,theodore roosevelt on leadership: executive lessons from the bully pulpit,james strock,114,288,history,no,4,male,4.05,242
33129,the battle sylph,l.j. mcdonald,2874,323,fantasy,yes,12,female,3.76,4868
33130,illicit magic,camilla chafer,1844,341,fantasy-paranormal,yes,36,female,4.2,33509
33131,unruly magic,camilla chafer,975,354,fantasy-paranormal,yes,36,female,4.2,33509
33132,devious magic,camilla chafer,798,346,fantasy-paranormal,yes,36,female,4.2,33509
33133,magic rising,camilla chafer,712,309,fantasy-paranormal,yes,36,female,4.2,33509
33134,endless magic,camilla chafer,338,243,fantasy-paranormal,yes,36,female,4.2,33509
33135,city of a thousand dolls,miriam forster,4975,359,fantasy,yes,2,female,3.76,6242
33136,the secret soldier: the story of deborah sampson,ann mcgovern,403,64,biography,no,74,female,4.24,32156
33137,sugar,mandi beck,922,244,romance,yes,19,female,4.19,16116
33138,twisted,mandi beck,990,97,novella,yes,19,female,4.19,16116
33139,stoned,mandi beck,2908,303,romance,yes,19,female,4.19,16116
33140,"talk, talk, talk: an investigation into the mystery of speech",jay ingram,63,318,nonfiction,no,40,male,3.72,1617
33141,last seen wearing,hillary waugh,175,272,mystery,no,56,male,3.5,395
33142,among the thugs,bill buford,6465,320,nonfiction,no,63,male,3.94,35256
33143,swoon,nina malkin,6306,421,young adult,yes,9,female,3.27,8501
33144,the spider and the fly,mary botham howitt,9170,40,childrens-picture books,no,178,female,4.21,9205
33145,theodore rex,edmund morris,41024,565,biography,yes,6,male,4.04,193
33146,theodore rex,edmund morris,41024,565,biography,yes,14,male,4.1,119394
33147,the rise of theodore roosevelt,edmund morris,41062,816,biography,yes,6,male,4.04,193
33148,the rise of theodore roosevelt,edmund morris,41062,816,biography,yes,14,male,4.1,119394
33149,after the fall,kate hart,1151,336,young adult,no,4,female,3.78,1755
33150,lazar malkin enters heaven: stories,steve stern,35,260,literature-jewish,no,45,male,3.46,1850
33151,garfield at large: his first book,jim davis,5232,96,sequential art-comics,yes,1626,male,4.2,77330
33153,the tower,simon toyne,3128,487,fiction,yes,33,male,3.93,19895
33154,bury the chains,adam hochschild,1643,496,history,no,27,male,4.16,52724
33155,king leopold's ghost,adam hochschild,39222,442,history,no,27,male,4.16,52724
33156,the mushroom at the end of the world: on the possibility of life in capitalist ruins,anna lowenhaupt tsing,1698,331,nonfiction,no,11,female,4.12,2342
33157,how to massage your cat,alice may brock,149,32,humor,no,5,female,4.07,261
33158,una canciã³n para abril,victoria aihar,186,470,romance,no,8,female,3.73,338
33159,angel kin,tricia skinner,164,183,fantasy-urban fantasy,yes,7,female,3.93,399
33160,switched,cassie mae,3828,259,new adult,no,35,female,3.86,25516
33161,reasons i fell for the funny fat friend,cassie mae,7350,190,young adult,no,35,female,3.86,25516
33162,messenger,stephen arseneault,1188,223,science fiction,yes,100,male,4.03,10725
33163,stiffed: the betrayal of the american man,susan faludi,927,672,nonfiction,no,15,female,3.96,13583
33164,backlash: the undeclared war against american women,susan faludi,8461,594,feminism,no,15,female,3.96,13583
33165,îî½îµî¹ïî¿ ïïî¿ îºïî¼î± îºî±î¹ î¬î»î»î± î´î¹î·î³î®î¼î±ïî±,alexandros papadiamantis,384,273,classics,no,66,male,4.15,5503
33166,îî¹ î­î¼ïî¿ïî¿î¹ ïïî½ îµî¸î½ïî½,alexandros papadiamantis,224,391,historical-historical fiction,no,66,male,4.15,5503
33167,î ïïî½î¹ïïî±,alexandros papadiamantis,3928,200,fiction,no,66,male,4.15,5503
33168,a brief history of the druids,peter berresford ellis,401,324,history,no,43,male,3.97,5423
33169,promise me,barbie bohrman,4653,322,romance,yes,11,female,3.8,11206
33170,the teddy bear,david mcphail,250,32,childrens-picture books,no,211,male,3.78,13382
33171,hudson taylor,james hudson taylor,3871,160,biography,yes,32,male,4.28,4492
33172,the ninth life of louis drax,liz jensen,4871,240,fiction,no,15,female,3.75,16496
33173,a short walk in the hindu kush,eric newby,5158,256,travel,no,29,male,3.95,10008
33174,the last grain race,eric newby,685,288,travel,no,29,male,3.95,10008
33175,ways of dying,zakes mda,1536,216,fiction,yes,27,male,3.78,5248
33176,"la sorciã¨re de la rue mouffetard, et autres contes de la rue broca",pierre gripari,1545,151,cultural-france,no,43,male,4.16,1957
33177,coreyography,corey feldman,4329,288,nonfiction,no,4,male,4.34,29
33178,coreyography,corey feldman,4329,288,nonfiction,no,2,male,3.89,4264
33179,dmt: la molecula del espiritu,rick strassman,7062,400,science,no,10,male,4.17,7569
33180,minuk: ashes in the pathway,kirkpatrick hill,607,198,historical-historical fiction,yes,9,female,4.0,6711
33181,mighty jack,ben hatke,6478,208,sequential art-graphic novels,yes,47,male,4.15,58185
33182,tactical magik,mandy m. roth,1704,100,fantasy-paranormal,yes,201,female,4.12,67485
33183,administrative control,mandy m. roth,1201,100,fantasy-paranormal,yes,201,female,4.12,67485
33184,act of surrender,mandy m. roth,1359,220,fantasy-paranormal,yes,201,female,4.12,67485
33185,act of submission,mandy m. roth,1038,350,fantasy-paranormal,yes,201,female,4.12,67485
33186,act of command,mandy m. roth,1031,351,fantasy-paranormal,yes,201,female,4.12,67485
33187,damage report,mandy m. roth,934,200,fantasy-paranormal,yes,201,female,4.12,67485
33188,the dragon shifterâs duty,mandy m. roth,736,292,fantasy-paranormal,yes,201,female,4.12,67485
33189,isolated maneuver,mandy m. roth,567,315,fantasy-paranormal,yes,201,female,4.12,67485
33190,separation zone,mandy m. roth,1201,296,fantasy-paranormal,yes,201,female,4.12,67485
33191,act of passion,mandy m. roth,640,412,fantasy-paranormal,yes,201,female,4.12,67485
33192,midnight echoes,mandy m. roth,761,136,paranormal-vampires,yes,201,female,4.12,67485
33193,expecting darkness,mandy m. roth,623,352,fantasy-paranormal,yes,201,female,4.12,67485
33194,strategic vulnerability,mandy m. roth,1413,118,fantasy-paranormal,yes,201,female,4.12,67485
33195,radar deception,mandy m. roth,1561,180,fantasy-paranormal,yes,201,female,4.12,67485
33196,critical intelligence,mandy m. roth,1805,172,fantasy-paranormal,yes,201,female,4.12,67485
33197,immortal ops,mandy m. roth,3321,129,fantasy-paranormal,yes,201,female,4.12,67485
33198,wolf's surrender,mandy m. roth,892,240,fantasy-paranormal,yes,201,female,4.12,67485
33200,a skeptic's guide to writers' houses,anne trubek,62,165,nonfiction,no,14,female,3.68,676
33201,i kissed the baby!,mary murphy,1181,24,childrens-picture books,no,93,female,3.81,5017
33202,the book of eleanor: a novel of eleanor of aquitaine,pamela kaufman,1390,560,historical-historical fiction,no,5,female,3.78,2912
33203,raven mask,winter pennington,1044,288,fantasy-urban fantasy,yes,10,female,4.03,4608
33204,witch wolf,winter pennington,1406,288,fantasy-urban fantasy,yes,10,female,4.03,4608
33205,a taste of midnight,lara adrian,11064,70,romance-paranormal romance,yes,87,female,4.17,402493
33206,kiss of midnight,lara adrian,58745,402,romance-paranormal romance,yes,87,female,4.17,402493
33207,midnight awakening,lara adrian,39369,369,romance-paranormal romance,yes,87,female,4.17,402493
33208,kiss of crimson,lara adrian,38750,387,romance-paranormal romance,yes,87,female,4.17,402493
33209,midnight rising,lara adrian,31284,356,romance-paranormal romance,yes,87,female,4.17,402493
33210,veil of midnight,lara adrian,29299,355,romance-paranormal romance,yes,87,female,4.17,402493
33211,ashes of midnight,lara adrian,22721,368,romance-paranormal romance,yes,87,female,4.17,402493
33212,deeper than midnight,lara adrian,20104,387,romance-paranormal romance,yes,87,female,4.17,402493
33213,darker after midnight,lara adrian,18409,384,romance-paranormal romance,yes,87,female,4.17,402493
33214,taken by midnight,lara adrian,22515,370,romance-paranormal romance,yes,87,female,4.17,402493
33215,shades of midnight,lara adrian,25407,383,romance-paranormal romance,yes,87,female,4.17,402493
33216,edge of dawn,lara adrian,11771,313,romance-paranormal romance,yes,87,female,4.17,402493
33217,look-alikes jr. : find more than 700 hidden everyday objects,joan steiner,65,32,childrens,yes,14,female,4.33,412
33218,bog child,siobhan dowd,3809,321,young adult,no,18,female,4.3,156604
33219,the london eye mystery,siobhan dowd,11334,333,mystery,yes,18,female,4.3,156604
33220,silent fall,barbara freethy,2490,416,romance,yes,84,female,3.99,113802
33221,don't say a word,barbara freethy,6537,396,romance,no,84,female,3.99,113802
33222,the age of zeus,james lovegrove,1415,678,fantasy,yes,124,male,3.8,21096
33223,the age of odin,james lovegrove,1325,443,fantasy,yes,124,male,3.8,21096
33224,the tattoo artist,jill ciment,954,224,fiction,no,9,female,3.45,13969
33225,wanda hickey's night of golden memories: and other disasters,jean shepherd,1072,352,humor,yes,30,male,4.02,8869
33226,in god we trust: all others pay cash,jean shepherd,3303,272,humor,no,30,male,4.02,8869
33227,leave me breathless,cherrie lynn,33111,276,romance,yes,21,female,4.06,141420
33228,rock me,cherrie lynn,45676,280,romance,yes,21,female,4.06,141420
33229,"naturally, charlie",s.l. scott,697,249,romance,no,57,female,4.05,36619
33230,eye of the storm,monette michaels,1713,134,romance-romantic suspense,yes,31,female,4.01,8800
33231,never ever,sara saedi,980,352,fantasy,yes,4,female,3.77,2959
33232,clockwise,elle strauss,4623,288,science fiction-time travel,yes,38,female,3.88,11058
33233,the 16th round: from number 1 contender to number 45472,rubin carter,783,339,nonfiction,no,3,male,4.27,863
33234,shadows,cheree alsop,165,276,fantasy,yes,76,female,4.21,12161
33235,black,cheree alsop,438,242,shapeshifters-werewolves,yes,76,female,4.21,12161
33236,silver,cheree alsop,1598,228,fantasy-paranormal,yes,76,female,4.21,12161
33237,galdoni,cheree alsop,1258,224,fantasy,yes,76,female,4.21,12161
33238,"anne boleyn and me: a tudor girl's diary, 1524-1536",alison prince,532,224,historical-historical fiction,yes,78,female,3.74,1687
33239,selected satires of lucian,lucian of samosata,123,400,classics,no,370,male,3.93,2212
33240,annabel,kathleen winter,10867,464,fiction,no,11,female,3.81,11564
33241,my dad is a loser,jim smith,3192,17,childrens,yes,33,male,3.7,8512
33242,my mum is a loser,jim smith,3148,58,childrens,yes,33,male,3.7,8512
33243,i am not a loser,jim smith,670,240,humor,yes,33,male,3.7,8512
33244,the secret zoo: the final fight,bryan chick,162,205,childrens-middle grade,yes,7,male,4.12,6116
33245,loki: where mischief lies,mackenzi lee,3945,408,fantasy,no,13,female,4.11,119964
33246,the gentleman's guide to vice and virtue,mackenzi lee,82421,513,historical-historical fiction,yes,13,female,4.11,119964
33247,the lady's guide to petticoats and piracy,mackenzi lee,21481,450,historical-historical fiction,yes,13,female,4.11,119964
33248,friday the rabbi slept late,harry kemelman,4750,208,mystery,yes,37,male,3.86,15346
33249,saturday the rabbi went hungry,harry kemelman,1780,224,mystery,yes,37,male,3.86,15346
33250,sunday the rabbi stayed home,harry kemelman,1267,224,mystery,yes,37,male,3.86,15346
33251,monday the rabbi took off,harry kemelman,1286,368,mystery,yes,37,male,3.86,15346
33252,tuesday the rabbi saw red,harry kemelman,1180,276,mystery,yes,37,male,3.86,15346
33253,wednesday the rabbi got wet,harry kemelman,997,312,mystery,yes,37,male,3.86,15346
33254,thursday the rabbi walked out,harry kemelman,879,320,mystery,yes,37,male,3.86,15346
33255,invasion of the blue lights,ruth glick,47,126,young adult,no,43,female,3.75,1649
33256,one perfect day: the selling of the american wedding,rebecca mead,1393,256,nonfiction,no,7,female,3.63,5094
33257,the seamstress,frances de pontes peebles,2649,656,historical-historical fiction,no,4,female,3.91,8073
33258,"america by heart: reflections on family, faith, and flag",sarah palin,1600,304,politics,no,16,female,3.33,13459
33259,going rogue: an american life,sarah palin,11359,413,biography,no,16,female,3.33,13459
33260,the awful possibilities,christian tebordo,122,176,short stories,no,9,male,3.84,502
33261,mury hebronu,andrzej stasiuk,355,152,european literature-polish literature,no,56,male,3.83,7306
33262,jadäc do babadag,andrzej stasiuk,1180,321,travel,no,56,male,3.83,7306
33263,beaches,iris rainer dart,14263,304,fiction,no,10,female,4.1,15411
33264,a father's promise,donna lynn hess,679,250,historical-historical fiction,no,9,female,3.95,1314
33265,chilly scenes of winter,ann beattie,1221,288,fiction,no,98,female,3.63,15366
33266,city of ruin,mark charan newton,571,470,fantasy,yes,15,male,3.46,4038
33267,bad dreams,anne fine,416,160,childrens,no,180,female,3.63,19078
33268,knightley academy,violet haberdasher,2077,468,fantasy,yes,2,female,3.95,2740
33269,lord of misrule,jaimy gordon,2872,294,fiction,no,12,female,3.48,3467
33270,tiger eye,marjorie m. liu,4849,342,romance,yes,214,female,3.98,188532
33271,shadow touch,marjorie m. liu,2510,354,romance-paranormal romance,yes,214,female,3.98,188532
33272,the red heart of jade,marjorie m. liu,1744,369,romance-paranormal romance,yes,214,female,3.98,188532
33273,in the dark of dreams,marjorie m. liu,1027,369,romance-paranormal romance,yes,214,female,3.98,188532
33274,within the flames,marjorie m. liu,906,376,romance-paranormal romance,yes,214,female,3.98,188532
33275,the fire king,marjorie m. liu,1366,307,romance,yes,214,female,3.98,188532
33276,the last twilight,marjorie m. liu,1569,341,romance-paranormal romance,yes,214,female,3.98,188532
33277,the wild road,marjorie m. liu,1533,306,romance-paranormal romance,yes,214,female,3.98,188532
33278,soul song,marjorie m. liu,1827,331,romance,yes,214,female,3.98,188532
33279,eye of heaven,marjorie m. liu,1585,356,romance-paranormal romance,yes,214,female,3.98,188532
33280,the iron hunt,marjorie m. liu,5664,305,fantasy-urban fantasy,yes,214,female,3.98,188532
33281,darkness calls,marjorie m. liu,2820,303,fantasy-urban fantasy,yes,214,female,3.98,188532
33282,a wild light,marjorie m. liu,1817,308,fantasy-urban fantasy,yes,214,female,3.98,188532
33283,"monstress, vol. 1: awakening",marjorie m. liu,43895,202,sequential art-graphic novels,yes,214,female,3.98,188532
33284,dsm,m.j. winn,99,602,horror,no,4,male,3.51,306
33285,nailed: ten christian myths that show jesus never existed at all,david fitzgerald,1167,248,religion,no,26,male,4.07,2199
33286,"michael jackson - legend, hero, icon: a tribute to the king of pop",aldis james,63,192,nonfiction,no,1,male,4.11,63
33287,the melendy family,elizabeth enright,170,242,fiction,yes,27,female,4.08,36905
33288,conversations in sicily,elio vittorini,1712,202,cultural-italy,no,76,male,3.7,4868
